DateTime,AddedIPs,RemovedIPs
1517631722,80,80
1517632323,6,6
1517632922,80,80
1517634122,80,80
1517634722,80,80
1517635322,80,80
1517635922,80,80
1517636522,77,77
1517637122,80,80
1517637722,80,80
1517638922,80,80
1517639521,80,80
1517640122,80,80
1517640722,79,79
1517641321,80,80
1517642522,79,79
1517643121,80,80
1517643722,80,80
1517644322,80,80
1517644922,80,80
1517646121,80,80
1517647322,80,80
1517648522,78,78
1517649721,80,80
1517650322,80,80
1517650921,77,77
1517652122,80,80
1517652722,77,77
1517653322,70,70
1517654522,78,78
1517655122,79,79
1517655722,80,80
1517656322,80,80
1517656922,80,80
1517657522,80,80
1517658121,79,79
1517658722,80,80
1517659322,77,77
1517660521,80,80
1517661121,80,80
1517661722,80,80
1517662921,80,80
1517663522,80,80
1517664121,74,74
1517664721,80,80
1517665321,80,80
1517666521,80,80
1517667121,75,75
1517667721,80,80
1517668322,80,80
1517668922,80,80
1517670122,80,80
1517671321,80,80
1517672522,80,80
1517673122,80,80
1517673721,78,78
1517674921,80,80
1517675521,80,80
1517676121,76,76
1517676722,80,80
1517677321,79,79
1517677922,80,80
1517678522,80,80
1517679121,72,72
1517679721,80,80
1517680922,77,77
1517681522,80,80
1517682122,80,80
1517682722,80,80
1517683322,80,80
1517683922,78,78
1517684521,80,80
1517685122,80,80
1517685721,80,80
1517686321,80,80
1517686921,72,72
1517687521,79,79
1517688121,80,80
1517688722,80,80
1517689322,78,78
1517689921,80,80
1517690521,80,80
1517691121,80,80
1517691722,79,79
1517692922,80,80
1517693521,80,80
1517694121,80,80
1517694721,80,80
1517695321,80,80
1517695922,76,76
1517696522,79,79
1517698321,80,80
1517698922,80,80
1517699522,80,80
1517700121,80,80
1517701321,80,80
1517701922,80,80
1517702521,78,78
1517703723,80,80
1517704322,80,80
1517704922,80,80
1517705521,80,80
1517706121,80,80
1517706721,80,80
1517707321,69,69
1517707922,80,80
1517708521,80,80
1517709121,80,80
1517709721,79,79
1517710321,80,80
1517710922,68,68
1517711522,80,80
1517712122,65,65
1517713321,77,77
1517714521,78,78
1517715122,80,80
1517715721,80,80
1517716921,77,77
1517717521,80,80
1517718121,80,80
1517719321,80,80
1517719921,42,42
1517720522,80,80
1517721722,60,60
1517722321,80,80
1517722921,80,80
1517723522,80,80
1517724122,80,80
1517724722,80,80
1517725322,80,80
1517725921,76,76
1517726522,80,80
1517727121,80,80
1517727722,80,80
1517728322,80,80
1517728922,80,80
1517729521,80,80
1517730121,80,80
1517731322,80,80
1517732521,79,79
1517733121,79,79
1517733722,80,80
1517734921,79,79
1517735522,79,79
1517736122,19,19
1517737322,78,78
1517738522,79,79
1517739122,80,80
1517739721,80,80
1517740322,80,80
1517740921,79,79
1517741522,79,79
1517742123,77,77
1517743321,79,79
1517744521,80,80
1517745721,80,80
1517746922,74,74
1517748121,80,80
1517749322,80,80
1517750521,80,80
1517751121,80,80
1517751721,80,80
1517752921,80,80
1517753521,79,79
1517754122,80,80
1517754721,80,80
1517755322,80,80
1517755922,80,80
1517756522,80,80
1517757122,78,78
1517757722,80,80
1517758322,79,79
1517758922,80,80
1517760122,80,80
1517760722,80,80
1517761322,80,80
1517762521,80,80
1517763722,80,80
1517764321,80,80
1517764921,79,79
1517766122,80,80
1517766721,80,80
1517767321,80,80
1517767921,80,80
1517770321,80,80
1517770922,80,80
1517772122,80,80
1517772722,80,80
1517773322,80,80
1517773921,80,80
1517774521,80,80
1517775121,14,14
1517775721,80,80
1517776322,80,80
1517776922,80,80
1517778121,80,80
1517778722,80,80
1517779322,80,80
1517779921,80,80
1517780521,80,80
1517781722,80,80
1517782322,80,80
1517782922,80,80
1517784122,9,9
1517784722,80,80
1517785321,80,80
1517785921,80,80
1517786522,80,80
1517787122,80,80
1517787722,80,80
1517788322,80,80
1517788922,80,80
1517789523,80,80
1517790121,80,80
1517790721,80,80
1517791922,80,80
1517792523,80,80
1517793722,80,80
1517794921,80,80
1517796121,80,80
1517797321,80,80
1517797922,80,80
1517798521,80,80
1517799122,80,80
1517799721,80,80
1517800321,80,80
1517800923,80,80
1517801522,80,80
1517802121,79,79
1517802723,80,80
1517803322,5,5
1517803921,80,80
1517804522,80,80
1517805122,80,80
1517805722,80,80
1517806322,80,80
1517806922,80,80
1517808122,77,77
1517808721,80,80
1517809322,78,78
1517809922,80,80
1517810522,72,72
1517811122,80,80
1517811722,80,80
1517812921,80,80
1517813521,80,80
1517814122,80,80
1517814722,80,80
1517815321,80,80
1517815921,80,80
1517816522,80,80
1517817122,80,80
1517817721,80,80
1517818321,80,80
1517818922,80,80
1517819522,80,80
1517820121,80,80
1517821321,80,80
1517822521,69,69
